section;name;description;price;brand;image;style;gender
skates;"YOW Waikiki 40"" Classic Series Surfskate";"El surfskate YOW Waikiki 40” está inspirado en los longboards clásicos de Hawái. Con una amplia superficie de 10"", una distancia entre ejes de 26"" y un cóncavo plano, ofrece estabilidad y fluidez para realizar maniobras como pasos cruzados y giros amplios. Perfecto para una experiencia de surf vintage en el asfalto.";329,88;Yow;https://www.singlequiver.com/39947-large_default/yow-waikiki-40-classic-series-surfskate.jpg;;
skates;Long Island Surfskate Dreamland 32″;Nuevo surfskate Long Island Dreamland 32'' ideal para bombear y practicar surf en el asfalto.;114,60;Long Island;https://www.singlequiver.com/29595-large_default/long-island-surfskate-cape-town-32.jpg;;
skates;Long Island Surfskate Mcfarlane 34″;Long Island Surfskate Mcfarlane 34'' una tabla de surfskate perfecta tanto para la calle como para el bowl o el pumptrack.  Ideal para simular los movimientos del surfing cuando no hay olas.;209,95;Long Island;https://www.singlequiver.com/35796-large_default/long-island-surfskate-costa-rica-34.jpg;;
skates;Long Island Surfskate Manly 30″;El nuevo Long Island Surfskate Manly 30'' es un surf skate para todo tipo de niveles. Ideal para practicar maniobras de surf en el asfalto.;191,00;Long Island;https://www.singlequiver.com/29596-large_default/long-island-surfskate-lombok-30.jpg;;
skates;Long Island Surfskate Endless Summer 32″;Nuevo surfskate Long Island Endless Summer 32'' ideal para bombear y practicar surf en el asfalto.;209,90;Long Island;https://www.singlequiver.com/35794-large_default/long-island-surfskate-journal-32.jpg;;
skates;Long Island Surfskate Search 29.5″;El surfskate Long Island Search 29.5' es ideal para mejorar tu surfing en el asfalto los días sin olas.;209,90;Long Island;https://www.singlequiver.com/35797-large_default/long-island-surfskate-kuala-31.jpg;;
skates;Long Island Surfskate Fish 31″;Nuevo surfskate Long Island Fish 31'' ideal para bombear y practicar surf en el asfalto. Los Long Island son una opción excelente tanto si quieres entrenar los movimientos del surf como si quieres desplazarte por la ciudad como meterte en el bowl. Ideal para principiantes.;209,90;Long Island;https://www.singlequiver.com/35793-large_default/long-island-surfskate-pier-31.jpg;;
skates;Long Island Surfskate Point 29.8″;El surfskate Long Island Point 29.5' es ideal para mejorar tu surfing en el asfalto los días sin olas.;209,90;Long Island;https://www.singlequiver.com/35792-large_default/long-island-surfskate-dawn-29-8.jpg;;
skates;Long Island Surfskate Sunshine 31.2″;Nuevo surfskate Long Island Sunshine 31.2'' ideal para bombear y practicar surf en el asfalto. Con un nose y un tail redondeados y amplios para mayor estabilidad y facilidad para maniobras.;209,00;Long Island;https://www.singlequiver.com/35791-large_default/long-island-surfskate-trace-31-2.jpg;;
skates;Long Island Surfskate Stewart 30″;El nuevo Long Island Surfskate Stewart 30'' es un surf skate para todo tipo de niveles. Ideal para practicar maniobras de surf en el asfalto.;209,90;Long Island;https://www.singlequiver.com/35799-large_default/long-island-surfskate-stewart-30.jpg;;
skates;"Long Islands Surf Rowing 34"" Surfskate";El Rowing es un surf skate más estable que el Mossel, gracias a su wheelbase. Una tabla perfecta para reproducir los movimientos del shortboard surf. ¡Equipado con ruedas 82a para un máximo rendimiento slide!;220,00;Long Island;https://www.singlequiver.com/38177-large_default/long-islands-surf-rowing-34-surfskate.jpg;;
skates;"Long Islands Surf Mossel 33"" Surfskate";La LONG ISLAND Mossel 33'' Surfskate Negro / Amarillo es una patineta altamente versátil y orientada al rendimiento, diseñada para los amantes del surf que quieren llevar la sensación de tallar olas a las calles. Este surfskate presenta un diseño elegante y llamativo en negro y amarillo que transmite estilo y confianza.;220,00;Long Island;https://www.singlequiver.com/38175-large_default/long-islands-surf-mossel-33-surfskate.jpg;;
skates;"Long Islands Surf Ventura 33"" Surfskate";"Fabricada con arce de 7 capas, la Long Island Ventura 33"" garantiza resistencia y durabilidad para cualquier nivel de skate. La combinación de materiales premium asegura que puedas confiar en tu tabla para soportar los rigores del uso diario. Además, sus ruedas Cinetic Crop de 66 x 51 mm con una dureza de 80a ofrecen un deslizamiento suave y controlado, ideal para terrenos urbanos.";220,00;Long Island;https://www.singlequiver.com/38174-large_default/long-islands-surf-ventura-33-surfskate.jpg;;
neoprenos;Hurley Advantage Plus 3/2mm Negro;El traje de neopreno Hurley Advantage Plus 3/2 mm para hombre es un modelo ligero, caliente y cómodo.;175,50;Hurley;https://www.singlequiver.com/36617-large_default/hurley-advantage-plus-3-2mm-negro.jpg;;Man
neoprenos;DAKINE MEN'S QUANTUM CHEST ZIP FULL SUIT 3/2MM;"El Dakine Quantum Chest Zip Full Suit 3/2mm es un traje de neopreno diseñado para ofrecer flexibilidad y rendimiento a un precio accesible. Fabricado con neopreno de piedra caliza y costuras selladas en 3D, asegura durabilidad y comodidad. Su forro FLX_THERMO en los paneles superiores protege del frío, mientras que su diseño sin cremalleras ""Easy in"" facilita su uso y ajuste. Ideal para quienes buscan un traje de alto rendimiento sin comprometer calidad.";181,50;Dakine;https://www.singlequiver.com/39820-large_default/men-s-quantum-chest-zip-full-suit-3-2mm.jpg;;Man
neoprenos;Xcel Comp + 4/3MM;El Xcel Comp + 4/3MM es un traje de neopreno diseñado para ofrecer máxima flexibilidad, comodidad y calor. Su exterior Channel Flex permite una movilidad sin restricciones, mientras que el interior Thermo Dry Infrared proporciona aislamiento térmico superior. Ideal para surfistas que buscan rendimiento y confort en condiciones frías. Además, su construcción ligera y materiales ecológicos garantizan durabilidad y respeto al medio ambiente. El Xcel Comp + es el traje que hay que llevar para una gran elasticidad, un confort superior y mayor calidez.;255,50;Xcel;https://www.singlequiver.com/39896-large_default/xcel-comp-43mm-plus.jpg;;Man
neoprenos;Hurley Advantage 4/3mm Negro;Traje Neopreno Hurley Advantage 4/3mm para hombre es especialmente cómodo y cálido.;169,00;Hurley;https://www.singlequiver.com/36619-large_default/hurley-advantage-4-3mm.jpg;;Man
neoprenos;Hurley Advantage 3/2mm Verde;Traje Neopreno Hurley Advantage 3/2mm para hombre es especialmente cómodo y cálido.;139,75;Hurley;https://www.singlequiver.com/36620-large_default/hurley-advantage-3-2mm-222.jpg;;Man
neoprenos;Hurley Advantage Plus 4/3mm Full Suit;Traje Neopreno Hurley Advantage Plus 4/3mm Full Suit para hombre es especialmente cómodo y cálido.;191,75;Hurley;https://www.singlequiver.com/36605-large_default/hurley-advantage-plus-4-3mm-full-suit.jpg;;Man
neoprenos;NEOPRENO DAKINE HOMBRE MALAMA ZIP FREE FULL SUIT 4/3MM;El neopreno surf Dakine Malama 4/3mm es el mejor traje de neopreno de Dakine Wetsuits en términos de elasticidad y durabilidad. Un traje de surf libre de residuos en su fabricación.;227,98;Dakine;https://www.singlequiver.com/38950-large_default/neopreno-dakine-hombre-malama-zip-free-full-suit-4-3mm.jpg;;Man
neoprenos;Neopreno Vissla HIGH SEAS II 3-2 FULL NO ZIP- STE;"El traje de neopreno HIGH SEAS II 3-2 FULL NO ZIP-STE de Vissla está diseñado para surfistas avanzados que buscan máxima flexibilidad y calidez. Fabricado con neopreno japonés I-Foam y el material ultraflexible ""Ridiculous Rubber"", ofrece un rango de movimiento sin restricciones. Su diseño sin cremallera y costuras selladas garantizan un ajuste perfecto y resistencia al agua. Ideal para quienes priorizan rendimiento y comodidad en el agua.";359,00;Dakine;https://www.singlequiver.com/39658-large_default/neopreno-vissla-high-seas-ii-3-2-full-no-zip-ste.jpg;;Man
neoprenos;Vissla NEW SEAS 4/3 HOODED;El NEOPRENO VISSLA NEW SEAS 4/3MM CON GORRO es la elección ideal para los surfistas que buscan un traje de alto rendimiento, cómodo y cálido, apto para su uso diario. Con este traje, estarás preparado para enfrentar cualquier ola, sin importar las condiciones del agua.;459,00;Vissla;https://www.singlequiver.com/39012-large_default/vissla-new-seas-4-3-hooded.jpg;;Man
neoprenos;Hurley Advantage Plus 4/3mm;El traje de neopreno Hurley Advantage Plus 4/3 mm para mujer es un modelo ligero, caliente y cómodo. El mejor traje neopreno mujer para este invierno.;227,50;Hurley;https://www.singlequiver.com/36611-large_default/hurley-mujer-advantage-plus-43mm.jpg;;Woman
neoprenos;Hurley Advantage 4/3mm Fullsuit Verde;Traje Neopreno Hurley Advantage Plus 4/3mm Fullsuit para mujer perfecto para el invierno.;152,75;Hurley;https://www.singlequiver.com/32660-large_default/hurley-advantage-43mm-fullsuit-verde.jpg;;Woman
neoprenos;HURLEY ADVANTAGE PLUS 5/3 FULLSUIT;El neopreno Hurley Advantage Plus 5/3mm es un traje surf invierno que te permite entrar en el agua cuando bajan las temperaturas.;240,50;Hurley;https://www.singlequiver.com/36609-large_default/hurley-advantage-plus-5-3-fullsuit-mujer.jpg;;Woman
neoprenos;Hurley Advantage Plus 3/2mm Mujer;El traje de neopreno Hurley Advantage Plus 3/2 mm para mujer es un modelo ligero, caliente y cómodo.;178,75;Hurley;https://www.singlequiver.com/28353-large_default/hurley-mujer-advantage-plus-3-2mm.jpg;;Woman
neoprenos;Hurley Advantage 3/2mm Fullsuit Verde;Traje Neopreno Hurley Advantage Plus 3/2mm Fullsuit para mujer perfecto para tener una mayor movilidad en primavera y verano.;156,00;Hurley;https://www.singlequiver.com/36608-large_default/hurley-advantage-32mm-fullsuit-verde.jpg;;Woman
neoprenos;Hurley Advantage Plus 4/3mm Fullsuit Aquamarine;Traje Neopreno Hurley Advantage Plus 4/3mm Fullsuit para mujer perfecto para el invierno.;191,72;Hurley;https://www.singlequiver.com/36612-large_default/hurley-advantage-plus-4-3mm-fullsuit-aquamarine.jpg;;Woman
neoprenos;NEOPRENO DAKINE MUJER MISSION CHEST ZIP HOODED 5/4/3MM;El neopreno dakine mission mujer con capucha y cremallera en el pecho 5/4/3mm marca un nuevo hito en trajes de neopreno de mujer de invierno. Un traje surf que destaca por su elasticidad, ajuste, calidez y tiempo de secado irreales, con una durabilidad inigualable.;519,95;Dakine;https://www.singlequiver.com/38969-large_default/neopreno-dakine-mujer-mission-chest-zip-hooded-5-4-3mm.jpg;;Woman
neoprenos;NEOPRENO DAKINE HOMBRE MISSION CHEST ZIP HOODED 5/4/3MM;El neopreno dakine mission hombre con capucha y cremallera en el pecho 5/4/3mm marca un nuevo hito en trajes de neopreno de mujer de invierno. Un traje surf que destaca por su elasticidad, ajuste, calidez y tiempo de secado irreales, con una durabilidad inigualable.;529,95;Dakine;https://www.singlequiver.com/38973-large_default/neopreno-dakine-hombre-mission-chest-zip-hooded-5-4-3mm.jpg;;Man
